query	no	token	pos
전주여행	779	아요	EF
전주여행	779	시외	NNG
전주여행	779	창원	NNP
전주여행	779	종합	NNG
전주여행	779	버스	NNG
전주여행	779	터미널	NNG
전주여행	779	시외버스	NNG
전주여행	779	공용	NNG
전주여행	779	터미널	NNG
전주여행	779	출발	NNG
전주여행	780	버스	NNG
전주여행	780	나요	EC
전주여행	780	자가용	NNG
전주여행	780	나요	EF
전주여행	780	는데	EC
전주여행	780	에서	JKB
전주여행	780	대중교통	NNG
전주여행	780	편하	VA
전주여행	780	필요	NNG
전주여행	780	은데	EC
전주여행	780	괜히	MAG
전주여행	780	길거리	NNG
전주여행	780	음식	NNG
전주여행	780	조그만	XR
전주여행	780	맛집	NNG
전주여행	780	텐데	NNB+VCP+EC
전주여행	780	주차	NNG
전주여행	780	을까	EF
전주여행	780	바요	NNP
전주여행	780	주로	MAG
전주여행	780	걸어다니	VV
전주여행	780	에서	JKB
전주여행	781	대구	NNP
전주여행	781	-&	SY
전주여행	781	gt	SL
전주여행	781	안녕	NNG
전주여행	781	세요	EP+EF
전주여행	781	청년	NNG
전주여행	781	입니다	VCP+EF
전주여행	781	신다니	EP+EC
전주여행	781	반갑	VA
전주여행	781	습니다	EF
전주여행	781	환영	NNG
전주여행	781	구요	EF
전주여행	781	일단	MAG
전주여행	781	대구	NNP
전주여행	781	에서	JKB
전주여행	781	터미널	NNG
전주여행	781	에서	JKB
전주여행	781	내리	VV
전주여행	781	셔서	EP+EC
전주여행	781	근처	NNG
전주여행	781	택시	NNG
전주여행	781	주욱	MAG
전주여행	781	습니다	EF
전주여행	781	택시	NNG
전주여행	781	전동성당	NNP
전주여행	781	세요	EP+EF
전주여행	781	됩니다	VV+EF
전주여행	781	요금	NNG
전주여행	782	려고	EC
전주여행	782	에요	VCP+EF
전주여행	782	장소	NNG
전주여행	782	나요	EF
전주여행	782	려고	EC
전주여행	782	에요	VCP+EF
전주여행	782	장소	NNG
전주여행	782	나요	EC
전주여행	782	엄마	NNG
전주여행	782	에요	VCP+EF
전주여행	782	안녕	IC
전주여행	782	세요	EP+EF
전주여행	782	날씨	NNG
전주여행	782	풀리	VV
전주여행	782	아요	EF
전주여행	782	더군다나	MAJ
전주여행	782	어머님	NNG
전주여행	782	가신	NNG
전주여행	782	다니	VCP+EC
전주여행	782	정말	MAG
전주여행	782	부럽	VA
전주여행	782	네요	EF
전주여행	782	추억	NNG
전주여행	782	많이	MAG
전주여행	782	만드셨	VV+EP+EP
전주여행	782	으면	EC
전주여행	782	습니다	EF
전주여행	783	한복	NNG
전주여행	783	대여	NNG
전주여행	783	중순	NNG
전주여행	783	친구	NNG
전주여행	783	려고	EC
전주여행	783	는데요	EC
전주여행	783	에서	JKB
전주여행	783	한복	NNG
전주여행	783	대여	NNG
전주여행	783	해서	XSV+EC
전주여행	783	은데	EC
전주여행	783	찾아보	VV
전주여행	783	니까	EC
전주여행	783	이렇게	MAG
전주여행	783	위아래	NNG
전주여행	783	화려	XR
전주여행	783	우동	NNG
전주여행	783	한복	NNG
전주여행	783	밖에	JX
전주여행	783	나오	VV
전주여행	783	더라고요	EC
전주여행	783	한복	NNG
전주여행	783	차분	XR
전주여행	783	전통	NNG
전주여행	783	가까운	VA+ETM
전주여행	784	코스	NNG
전주여행	784	골라	VV+EC
전주여행	784	세요	EP+EF
전주여행	784	처음	NNG
전주여행	784	니깐	EC
전주여행	784	모르	VV
전주여행	784	네요	EF
전주여행	784	한옥마을	NNP
전주여행	784	코스	NNG
전주여행	784	정해	VV+EC
전주여행	784	세요	EP+EF
전주여행	784	기간	NNG
전주여행	784	정도	NNG
전주여행	784	생각	NNG
전주여행	784	인데	VCP+EC
전주여행	784	숙소	NNG
전주여행	784	고민	NNG
전주여행	784	인데요	VCP+EF
전주여행	784	리조트	NNG
전주여행	784	호텔	NNG
전주여행	784	갈까	VV+EC
전주여행	784	펜션	NNG
전주여행	784	으로	JKB
전주여행	784	갈까	VV+EC
전주여행	784	생각	NNG
전주여행	784	거든요	EF
전주여행	784	모텔	NNG
전주여행	784	예약	NNG
전주여행	784	이런	MM
전주여행	785	내일	NNG
전주여행	785	질문	NNG
전주여행	785	!!!	SY
전주여행	785	내일	NNG
전주여행	785	려고	EC
전주여행	785	는데	EC
전주여행	785	코스	NNG
전주여행	785	도와	VV+EC
전주여행	785	세요	EP+EF
전주여행	785	주역	NNG
전주여행	785	도착	NNG
전주여행	785	해서	XSV+EC
전주여행	785	저녁	NNG
전주여행	785	까지	JX
전주여행	785	다시	MAG
전주여행	785	주역	NNG
전주여행	785	도착	NNG
전주여행	785	해야	XSV+EC
전주여행	785	해요	VX+EF
전주여행	785	한옥마을	NNP
전주여행	785	자만	NNP
전주여행	785	벽화	NNG
전주여행	785	마을	NNG
전주여행	785	남부	NNG
전주여행	785	시장	NNG
전주여행	785	청년	NNG
전주여행	785	동물	NNG
전주여행	785	목대	NNG
전주여행	785	려고	EC
전주여행	785	는데	EC
전주여행	786	추천	NNG
전주여행	786	아이	NNG
전주여행	786	구경	NNG
전주여행	786	으로	JKB
전주여행	786	코스	NNG
전주여행	786	덕진	NNP
전주여행	786	공원	NNG
전주여행	786	한옥	NNG
전주여행	786	마을	NNG
전주여행	786	남부	NNG
전주여행	786	시장	NNG
전주여행	786	목대	NNG
전주여행	786	근처	NNG
전주여행	786	벽화	NNG
전주여행	786	마을	NNG
전주여행	786	습니다	EF
전주여행	786	덕진	NNP
전주여행	786	공원	NNG
전주여행	786	은데	EC
전주여행	786	겨울	NNG
전주여행	786	비추	NNG
전주여행	786	입니다	VCP+EF
전주여행	786	너무	MAG
전주여행	786	해요	VV+EF
전주여행	786	날씨	NNG
전주여행	786	선선	NNG
전주여행	786	덕진	NNP
전주여행	786	공원	NNG
전주여행	787	방법	NNG
전주여행	787	고민	NNG
전주여행	787	네요	EF
전주여행	787	한옥마을	NNP
전주여행	787	계획	NNG
전주여행	787	는데요	EF
전주여행	787	서울	NNP
전주여행	787	에서	JKB
전주여행	787	출발	NNG
전주여행	787	합니다	XSV+EF
전주여행	787	자차	NNG
전주여행	787	이용	NNG
전주여행	787	느냐	EC
전주여행	787	기차	NNG
전주여행	787	택시	NNG
전주여행	787	또는	MAJ
전주여행	787	버스	NNG
전주여행	787	도보	NNG
전주여행	787	느냐	EC
전주여행	787	고민	NNG
전주여행	787	습니다	EF
전주여행	787	어떤	MM
전주여행	787	방법	NNG
전주여행	787	을까요	EC
전주여행	787	한옥	NNG
전주여행	787	마을	NNG
전주여행	787	방문	NNG
전주여행	787	셔서	EP+EC
전주여행	787	한옥마을	NNP
전주여행	788	부산	NNP
전주여행	788	에서	JKB
전주여행	788	부산	NNP
전주여행	788	에서	JKB
전주여행	788	출발	NNG
전주여행	788	해서	XSV+EC
전주여행	788	당일치기	NNG
전주여행	788	코스	NNG
전주여행	788	부산	NNP
전주여행	788	에서	JKB
전주여행	788	교통편	NNG
전주여행	788	당일치기	NNG
전주여행	788	라면	VCP+EC
전주여행	788	한옥마을	NNP
전주여행	788	권내	NNG
전주여행	788	판단	NNG
전주여행	788	됩니다	XSV+EF
전주여행	788	택시	NNG
전주여행	788	풍남문	NNG
전주여행	788	광장	NNG
전주여행	788	에서	JKB
전주여행	788	내리	VV
전주여행	788	세요	EP+EF
전주여행	788	그러면	MAJ
전주여행	788	바로	MAG
전주여행	788	풍남문	NNG
전주여행	788	전동성당	NNP
전주여행	789	내공	NNP
전주여행	789	100	SN
전주여행	789	코스	NNG
전주여행	789	코스	NNG
전주여행	789	짤려고	VV+EC
전주여행	789	는데	EC
전주여행	789	이번	NNG
전주여행	789	주일	NNG
전주여행	789	요일	NNG
전주여행	789	는대요	EC
전주여행	789	점심	NNG
전주여행	789	에서	JKB
전주여행	789	국밥	NNG
전주여행	789	이후	NNG
전주여행	789	부터	JX
전주여행	789	어떻게	MAG
전주여행	789	될지	VV+EC
전주여행	789	몰르	VV
전주여행	789	네요	EF
전주여행	789	추천	NNG
전주여행	789	세요	EP+EF
전주여행	789	안녕	IC
전주여행	789	세요	EP+EF
전주여행	789	TV	SL
전주여행	789	봉이	NNG
전주여행	789	5882	SN
전주여행	789	오빠	NNG
전주여행	789	빨리	MAG
전주여행	789	맛집	NNG
전주여행	789	정보	NNG
전주여행	789	입니다	VCP+EF
전주여행	789	한옥	NNG
전주여행	789	마을	NNG
전주여행	789	으면	EC
전주여행	790	전라도	NNP
전주여행	790	순천	NNG
전주여행	790	여수	NNP
전주여행	790	코스	NNG
전주여행	790	도와	VV+EC
전주여행	790	세요	EP+EF
전주여행	790	ㅠㅠ	UNKNOWN
전주여행	790	https	SL
전주여행	790	blog	SL
전주여행	790	naver	SL
전주여행	790	com	SL
전주여행	790	sjh	SL
전주여행	790	920519	SN
전주여행	790	숙박	NNG
전주여행	790	이나	JC
전주여행	790	궁금	XR
전주여행	790	사항	NNG
전주여행	790	으시	EP
전주여행	790	네임	NNG
전주여행	790	카드	NNG
전주여행	790	블로그	NNG
전주여행	790	질문	NNG
전주여행	790	게시판	NNG
전주여행	790	남겨	VV+EC
전주여행	790	세요	EP+EF
전주여행	790	한옥마을	NNP
전주여행	790	맛집	NNG
전주여행	790	숙박	NNG
전주여행	790	한옥마을	NNP
전주여행	790	숙박	NNG
전주여행	790	할땐	XSV+ETM+NNG+JX
전주여행	790	주달	NNG
전주여행	790	봉이	NNG
전주여행	790	세요	EP+EF
전주여행	791	관하	VV
전주여행	791	려고	EC
전주여행	791	합니다	VX+EF
전주여행	791	당일	NNG
전주여행	791	다녀오	VV
전주여행	791	려고	EC
전주여행	791	는데요	EC
전주여행	791	남부	NNG
전주여행	791	시장	NNG
전주여행	791	벽화	NNG
전주여행	791	마을	NNG
전주여행	791	한옥	NNG
전주여행	791	마을	NNG
전주여행	791	경기전	NNG
전주여행	791	성당	NNG
전주여행	791	제일	MAG
전주여행	791	어디	NP
전주여행	791	인지	VCP+EC
전주여행	791	궁금	XR
전주여행	791	합니다	XSA+EF
전주여행	791	혹시나	MAG
전주여행	791	여기	NP
전주여행	791	으면	EC
전주여행	791	추천	NNG
전주여행	791	부탁드릴께요	VV+EF
전주여행	791	고속버스	NNG
전주여행	792	코스	NNG
전주여행	792	힘들	VA+ETM
전주여행	792	부산	NNP
전주여행	792	까지	JX
전주여행	792	시간	NNG
전주여행	792	30	SN
전주여행	792	걸리	VV
전주여행	792	별거	NNG
전주여행	792	내리	VV
전주여행	792	니까	EC
전주여행	792	한옥마을	NNP
전주여행	792	세요	EP+EF
전주여행	792	한복	NNG
전주여행	792	대여	NNG
전주여행	792	마음대로	MAG
전주여행	792	사람	NNG
전주여행	792	인가	VCP+EC
전주여행	792	네요	EF
전주여행	792	그리고	MAJ
전주여행	792	돌아다니	VV
전주여행	792	근처	NNG
전주여행	792	전동성당	NNP
전주여행	793	곡성	NNG
전주여행	793	수학	NNG
전주여행	793	경우	NNG
전주여행	793	아침	NNG
전주여행	793	식사	NNG
전주여행	793	가능	NNG
전주여행	793	풍남	NNP
전주여행	793	관광호텔	NNG
전주여행	793	추천	NNG
전주여행	793	드립니다	VV+EC
전주여행	793	에서	JKB
전주여행	793	수학여행	NNG
전주여행	793	많이	MAG
전주여행	793	습니다	EF
전주여행	793	현재	MAG
전주여행	793	수학여행	NNG
전주여행	793	구요	EF
전주여행	793	관련	NNG
전주여행	793	자세	XR
전주여행	793	사항	NNG
전주여행	793	네임	NNG
전주여행	793	카드	NNG
전주여행	793	오세용	NNP
전주여행	793	정보	NNG
전주여행	794	여름휴가	NNG
전주여행	794	신랑	NNG
전주여행	794	이랑	JC
전주여행	794	은데요	EF
전주여행	794	처음	MAG
전주여행	794	지역	NNG
전주여행	794	전혀	MAG
전주여행	794	정보	NNG
전주여행	794	어요	EF
전주여행	794	한옥마을	NNP
전주여행	794	야시장	NNG
전주여행	794	막걸리	NNG
전주여행	794	거리	NNG
전주여행	794	은데	EC
전주여행	794	코스	NNG
전주여행	794	계신	VV+ETM
전주여행	794	가요	NNG
전주여행	794	이외	NNG
전주여행	794	추천	NNG
전주여행	794	관광지	NNG
전주여행	794	부탁드립니다	VV+EC
전주여행	795	추천	NNG
전주여행	795	지요	NNG
전주여행	795	이번	NNG
전주여행	795	추석	NNG
전주여행	795	부모	NNG
전주여행	795	가족	NNG
전주여행	795	려고	EC
전주여행	795	는데요	EC
전주여행	795	부모	NNG
전주여행	795	을까요	EC
전주여행	795	우선	MAG
전주여행	795	한옥마을	NNP
전주여행	795	려고	EC
전주여행	795	는데	EC
전주여행	795	추천	NNG
전주여행	795	부탁	NNG
전주여행	795	드릴게요	VV+EC
전주여행	795	주변	NNG
전주여행	795	맛집	NNG
전주여행	795	알려	VV+EC
전주여행	795	감사	NNG
전주여행	795	습니다	EF
전주여행	795	가족	NNG
전주여행	796	어머님	NNG
전주여행	796	함께	MAG
전주여행	796	준비	NNG
전주여행	796	계시	VX
전주여행	796	는군요	EF
전주여행	796	아무쪼록	MAG
전주여행	796	즐거운	VA+ETM
전주여행	796	추억	NNG
전주여행	796	많이	MAG
전주여행	796	만드세요	VV+EP+EC
전주여행	796	질문	NNG
전주여행	796	고속버스	NNG
전주여행	796	터미널	NNG
전주여행	796	에서	JKB
전주여행	796	한옥마을	NNP
전주여행	796	방법	NNG
전주여행	796	입니다	VCP+EF
전주여행	796	경로	NNG
전주여행	796	고속버스	NNG
전주여행	796	터미널	NNG
전주여행	796	한옥마을	NNP
전주여행	796	교통편	NNG
전주여행	796	버스	NNG
전주여행	796	시간	NNG
전주여행	797	내공	NNP
전주여행	797	50	SN
전주여행	797	코스	NNG
전주여행	797	이용	NNG
전주여행	797	숙박	NNG
전주여행	797	이나	JC
전주여행	797	궁금	XR
전주여행	797	사항	NNG
전주여행	797	으시	EP
전주여행	797	네임	NNG
전주여행	797	카드	NNG
전주여행	797	블로그	NNG
전주여행	797	질문	NNG
전주여행	797	게시판	NNG
전주여행	797	남겨	VV+EC
전주여행	797	세요	EP+EF
전주여행	797	감사	NNG
전주여행	797	합니다	XSV+EF
전주여행	797	한옥마을	NNP
전주여행	797	맛집	NNG
전주여행	797	숙박	NNG
전주여행	797	한옥마을	NNP
전주여행	797	숙박	NNG
전주여행	797	정보	NNG
전주여행	797	네임	NNG
전주여행	797	카드	NNG
전주여행	797	세요	EP+EF
전주여행	798	먹방	NNG
전주여행	798	으러	EC
전주여행	798	는데요	EC
전주여행	798	코스	NNG
전주여행	798	막걸리	NNG
전주여행	798	골목	NNG
전주여행	798	사람	NNG
전주여행	798	모두	MAG
전주여행	798	친절	NNG
전주여행	798	해요	XSA+EF
전주여행	798	블로그	NNG
전주여행	798	얼마	NNG
전주여행	798	갔다온	VV+ETM
전주여행	798	는데	EC
전주여행	798	구경	NNG
전주여행	798	세요	EP+EF
전주여행	798	그리구	MAJ
전주여행	798	자세	XR
전주여행	798	실려면	EP+EC
전주여행	798	댓글	NNG
전주여행	798	이나	JC
전주여행	798	쪽지	NNG
전주여행	798	주세요	NNP
전주여행	798	http	SL
전주여행	798	blog	SL
전주여행	798	naver	SL
전주여행	798	com	SL
전주여행	798	song	SL
전주여행	798	young	SL
전주여행	799	이번	NNG
전주여행	799	휴가	NNG
전주여행	799	려고	EC
전주여행	799	합니다	VX+EF
전주여행	799	주가	NNG
전주여행	799	음식	NNG
전주여행	799	맛있	VA
전주여행	799	유명	XR
전주여행	799	는데요	EF
전주여행	799	관광객	NNG
전주여행	799	명소	NNG
전주여행	799	다고	EC
전주여행	799	는데요	EF
전주여행	799	어디	NP
전주여행	799	인지	VCP+EC
전주여행	799	궁금	XR
전주여행	799	합니다	XSA+EF
전주여행	799	친구	NNG
전주여행	799	이랑	JKB
전주여행	799	같이	MAG
전주여행	799	추억	NNG
전주여행	800	중순	NNG
전주여행	800	이후	NNG
전주여행	800	덕진	NNP
전주여행	800	공원	NNG
전주여행	800	연꽃	NNG
전주여행	800	답니다	EF
전주여행	800	우선	MAG
전주여행	800	버스	NNG
전주여행	800	위주	NNG
전주여행	800	말씀	NNG
전주여행	800	드렸	VV+EP
전주여행	800	지만	EC
전주여행	800	버스	NNG
전주여행	800	보다	JKB
전주여행	800	택시	NNG
전주여행	800	이용	NNG
전주여행	800	비용	NNG
전주여행	800	에서	JKB
전주여행	800	절약	NNG
전주여행	800	합니다	VV+EF
전주여행	800	에서	JKB
전주여행	800	즐거운	VA+ETM
전주여행	800	바랍니다	VV+EC
전주여행	801	울산	NNP
전주여행	801	울산	NNP
전주여행	801	에서	JKB
전주여행	801	는데	EC
전주여행	801	ktx	SL
전주여행	801	무궁화호	NNP
전주여행	801	예약	NNG
전주여행	801	나요	EC
전주여행	801	자리	NNG
전주여행	801	아니	VCN
전주여행	801	어도	EC
전주여행	801	그냥	MAG
전주여행	801	아서	EC
전주여행	801	다면	EC
전주여행	801	울산	NNP
전주여행	801	에서	JKB
전주여행	801	기차	NNG
전주여행	801	직행	NNG
전주여행	801	환승	NNG
전주여행	801	어요	EF
전주여행	801	고속버스	NNG
전주여행	801	이용	NNG
전주여행	801	방법	NNG
전주여행	801	밖에	JX
전주여행	802	가족	NNG
전주여행	802	으로	JKB
전주여행	802	은데	EC
전주여행	802	추천	NNG
전주여행	802	세요	EP+EF
전주여행	802	역사	NNG
전주여행	802	박물관	NNG
전주여행	802	고요	EC
전주여행	802	재밌	VA
전주여행	802	다면	EC
전주여행	802	가능	NNG
전주여행	802	맛집	NNG
전주여행	802	국내	NNG
전주여행	802	주달	NNG
전주여행	802	티비	NNG
전주여행	802	코스	NNG
전주여행	802	여수	NNG
전주여행	802	여수	NNG
전주여행	802	제주	NNP
전주여행	802	제주도	NNP
전주여행	802	전문	NNG
전주여행	802	언서	NNG
전주여행	802	주달	NNG
전주여행	802	봉이	NNG
전주여행	802	입니다	VCP+EC
전주여행	803	려고	EC
전주여행	803	는데	EC
전주여행	803	려고	EC
전주여행	803	는데요	EC
전주여행	803	볼거리	NNG
전주여행	803	먹거리	NNG
전주여행	803	추천	NNG
전주여행	803	세여	EP+EF
전주여행	803	너무	MAG
전주여행	803	흔한	VA+ETM
전주여행	803	고요	EC
전주여행	803	ps	SL
전주여행	803	초코파이	NNP
전주여행	803	사갈	NNG
전주여행	803	건데	NNB+VCP+EC
전주여행	803	사갈	NNG
전주여행	803	가요	NNG
전주여행	803	먹거리	NNG
전주여행	803	관련	NNG
전주여행	803	해서	XSA+EC
전주여행	803	질문	NNG
전주여행	803	네요	EF
전주여행	803	개인	NNG
전주여행	803	경험	NNG
전주여행	803	바탕	NNG
전주여행	803	으로	JKB
전주여행	803	말씀	NNG
전주여행	803	드릴게요	VV+EC
전주여행	803	초코파이	NNP
전주여행	804	코스	NNG
전주여행	804	조언	NNG
전주여행	804	부탁	NNG
전주여행	804	드립니다	VV+EF
전주여행	804	동안	NNG
전주여행	804	어떻게	MAG
전주여행	804	해야	VV+EC
전주여행	804	소리	NNG
전주여행	804	을지	EC
전주여행	804	마이산	NNP
전주여행	804	코스	NNG
전주여행	804	정도	NNG
전주여행	804	괜찮	VA
전주여행	804	다는	ETM
전주여행	804	댓글	NNG
전주여행	804	는데	EC
전주여행	804	뚜벅	MAG
전주여행	804	여행자	NNG
전주여행	804	입니다	VCP+EF
전주여행	804	지도	NNG
전주여행	804	마이산	NNP
전주여행	804	거리	NNG
전주여행	804	던데	EC
전주여행	804	에서	JKB
전주여행	804	왔다갔다	MAG
전주여행	805	겨울	NNG
전주여행	805	겨울	NNG
전주여행	805	려고	EC
전주여행	805	는데	EC
전주여행	805	동물원	NNG
전주여행	805	겨울	NNG
전주여행	805	동물	NNG
전주여행	805	많이	MAG
전주여행	805	나와	VV+EC
전주여행	805	나요	EC
전주여행	805	12	SN
전주여행	805	예정	NNG
전주여행	805	입니다	VCP+EF
전주여행	805	그리고	MAJ
전주여행	805	한옥마을	NNP
전주여행	805	다른	MM
전주여행	805	을까요	EC
전주여행	805	자동차	NNG
전주여행	805	움직인다면	VV+EC
전주여행	805	고군	NNP
전주여행	805	군도	NNG
전주여행	805	추천	NNG
전주여행	805	합니다	XSV+EC
전주여행	806	이외	NNG
전주여행	806	스케치	NNG
전주여행	806	여행사	NNG
전주여행	806	에서	JKB
전주여행	806	전세	NNG
전주여행	806	버스	NNG
전주여행	806	관광버스	NNG
전주여행	806	대여	NNG
전주여행	806	대절	NNG
전주여행	806	가능	NNG
전주여행	806	해요	XSA+EF
전주여행	806	안전	NNG
전주여행	806	우선시	NNG
전주여행	806	친절	NNG
전주여행	806	기사	NNG
전주여행	806	계세요	VV+EF
전주여행	806	전통문화	NNG
전주여행	806	체험	NNG
전주여행	806	수학여행	NNG
전주여행	806	프로그램	NNG
전주여행	806	추진	NNG
전주여행	806	해요	XSV+EF
전주여행	806	한옥마을	NNP
전주여행	807	내공	NNP
전주여행	807	전라도	NNP
전주여행	807	친구	NNG
전주여행	807	이랑	JKB
전주여행	807	여름	NNG
전주여행	807	모아서	VV+EC
전주여행	807	정도	NNG
전주여행	807	갈려	VV+EC
전주여행	807	는대요	EC
전주여행	807	자금	NNG
전주여행	807	15	SN
전주여행	807	20	SN
전주여행	807	정도	NNG
전주여행	807	가지	VV
전주여행	807	맛있	VA
전주여행	807	음식	NNG
전주여행	807	다닐려고	VV+EC
전주여행	807	거든요	EF
전주여행	807	전라도	NNP
전주여행	807	기준	NNG
전주여행	807	으로	JKB
전주여행	807	맛집	NNG
전주여행	807	코스	NNG
전주여행	807	추천	NNG
전주여행	807	세요	EP+EF
전주여행	808	남자	NNG
전주여행	808	친구	NNG
전주여행	808	같이	MAG
전주여행	808	려고	EC
전주여행	808	는데	EC
전주여행	808	18	SN
전주여행	808	남자	NNG
전주여행	808	친구	NNG
전주여행	808	19	SN
전주여행	808	에요	EF
전주여행	808	아직	MAG
전주여행	808	미성년자	NNG
전주여행	808	라서	VCP+EC
전주여행	808	호텔	NNG
전주여행	808	당일	NNG
전주여행	808	남자	NNG
전주여행	808	친구	NNG
전주여행	808	체력	NNG
전주여행	808	아서	EC
전주여행	808	쉬엄쉬엄	MAG
전주여행	809	려고	EC
전주여행	809	는데요	EF
전주여행	809	려고	EC
전주여행	809	는데요	EF
전주여행	809	가지	NNBC
전주여행	809	대답	NNG
전주여행	809	세요	EP+EF
전주여행	809	전주고속	NNP
전주여행	809	버스	NNG
전주여행	809	터미널	NNG
전주여행	809	도착	NNG
전주여행	809	주변	NNG
전주여행	809	맛집	NNG
전주여행	809	나요	EF
전주여행	809	근처	NNG
전주여행	809	에서	JKB
전주여행	809	점심	NNG
전주여행	809	어야	EC
전주여행	809	거든요	EF
전주여행	809	콩나물국	NNG
전주여행	809	밥집	NNG
전주여행	809	제외	NNG
전주여행	809	알려	VV+EC
전주여행	809	세요	EP+EF
전주여행	810	친구	NNG
전주여행	810	데요	EF
전주여행	810	도착	NNG
전주여행	810	해서	XSV+EC
전주여행	810	향교	NNG
전주여행	810	한옥마을	NNP
전주여행	810	덕진	NNP
전주여행	810	공원	NNG
전주여행	810	둘러	VV+EC
전주여행	810	볼꺼	VV+ETM+NNB+VCP
전주여행	810	에요	EF
전주여행	810	어떤	MM
전주여행	810	경로	NNG
전주여행	810	될까요	VV+EC
전주여행	810	버스	NNG
전주여행	810	이동	NNG
전주여행	810	할려고	XSV+EC
전주여행	810	는데	EC
전주여행	810	깨끗	XR
전주여행	810	저렴	XR
전주여행	810	모텔	NNG
전주여행	810	추천	NNG
전주여행	810	세요	EP+EF
전주여행	810	오래	MAG
전주여행	810	도시	NNG
전주여행	811	제주	NNP
전주여행	811	광주	NNP
전주여행	811	경비	NNG
전주여행	811	광주	NNP
전주여행	811	경비	NNG
전주여행	811	계산	NNG
전주여행	811	드릴게요	VX+EC
전주여행	811	항공	NNG
전주여행	811	요금	NNG
전주여행	811	광주	NNP
전주여행	811	제주	NNP
전주여행	811	항공편	NNG
전주여행	811	대한항공	NNP
전주여행	811	아시아나항공	NNP
전주여행	811	이용	NNG
전주여행	811	으며	EC
전주여행	811	편도	NNG
전주여행	811	항공	NNG
전주여행	811	각각	MAG
전주여행	811	19	SN
전주여행	811	600	SN
전주여행	811	15	SN
전주여행	811	769	SN
전주여행	811	으로	JKB
전주여행	811	확인	NNG
전주여행	811	돼요	XSV+EC
전주여행	811	왕복	NNG
전주여행	811	항공	NNG
전주여행	811	44	SN
전주여행	811	800	SN
전주여행	811	33	SN
전주여행	812	여수중	NNP
전주여행	812	어디	NP
전주여행	812	으로	JKB
전주여행	812	괜찮	VA
전주여행	812	을까요	EF
전주여행	812	야경	NNG
전주여행	812	으로	JKB
전주여행	812	생각	NNG
전주여행	812	야경	NNG
전주여행	812	어야	EC
전주여행	812	한다	VX+EC
전주여행	812	생각	NNG
전주여행	812	합니다	XSA+EF
전주여행	812	야경	NNG
전주여행	812	으로	JKB
전주여행	812	궁금	XR
전주여행	812	합니다	XSA+EF
전주여행	812	여수	NNG
전주여행	812	여수	NNG
전주여행	812	맛집	NNG
전주여행	812	국내	NNG
전주여행	812	주달	NNG
전주여행	812	티비	NNG
전주여행	812	코스	NNG
전주여행	812	여수	NNG
전주여행	812	여수	NNG
전주여행	813	려고	EC
전주여행	813	는데	EC
전주여행	813	..	SY
전주여행	813	친구	NNG
전주여행	813	함께	MAG
전주여행	813	해서	VV+EC
전주여행	813	방학	NNG
전주여행	813	숙제	NNG
전주여행	813	려고	EC
전주여행	813	는데	EC
전주여행	813	어디	NP
전주여행	813	안전	NNG
전주여행	813	하나	NR
전주여행	813	답변	NNG
전주여행	813	부탁	NNG
전주여행	813	드립니다	VV+EF
전주여행	813	일단	MAG
전주여행	813	환영	NNG
전주여행	813	합니다	XSV+EF
전주여행	813	그다지	MAG
전주여행	813	위험	NNG
전주여행	813	동네	NNG
전주여행	813	아니	VCN
전주여행	813	랍니다	EC
전주여행	813	학년	NNG
전주여행	813	성인	NNG
전주여행	813	다르	VA
전주여행	814	안녕	NNG
전주여행	814	세요	EP+EF
전주여행	814	이번	NNG
전주여행	814	퇴사	NNG
전주여행	814	습니다	EF
전주여행	814	구요	EF
전주여행	814	금요일	NNG
전주여행	814	출발	NNG
전주여행	814	해서	XSV+EC
전주여행	814	일요일	NNG
전주여행	814	까지	JX
전주여행	814	숙소	NNG
전주여행	814	예약	NNG
전주여행	814	는데	EC
전주여행	814	차량	NNG
전주여행	814	월요일	NNG
전주여행	814	까지	JX
전주여행	814	렌트	NNG
전주여행	814	습니다	EF
전주여행	814	혹시	MAG
전주여행	814	모텔	NNG
전주여행	814	괜찮	VA
전주여행	814	으니	EC
전주여행	814	사이	NNG
전주여행	814	다른	MM
전주여행	814	지역	NNG
전주여행	814	을까요	EC
전주여행	815	안녕	NNG
전주여행	815	세요	EP+EF
전주여행	815	처음	NNG
전주여행	815	몰라서	VV+EC
전주여행	815	엄마	NNG
전주여행	815	함께	MAG
전주여행	815	려고	EC
전주여행	815	계획	NNG
전주여행	815	입니다	VCP+EF
전주여행	815	금요일	NNG
전주여행	815	포항	NNP
전주여행	815	에서	JKB
전주여행	815	30	SN
전주여행	815	분차	NNG
전주여행	815	출발	NNG
전주여행	815	려고	EC
전주여행	815	는데요	EC
전주여행	815	도착	NNG
전주여행	815	넉넉잡	VV
전주여행	815	을까	EC
전주여행	815	어요	EF
전주여행	815	아닌가	VCN+EC
전주여행	815	찜질방	NNG
전주여행	815	에서	JKB
전주여행	815	토요일	NNG
전주여행	816	내공	NNP
전주여행	816	추가	NNG
전주여행	816	100	SN
전주여행	816	숙박	NNG
전주여행	816	29	SN
전주여행	816	30	SN
전주여행	816	해서	VV+EC
전주여행	816	다녀오	VV
전주여행	816	려고	EC
전주여행	816	합니다	VX+EF
전주여행	816	여자	NNG
전주여행	816	친구	NNG
전주여행	816	정한	VV+ETM
전주여행	816	숙박	NNG
전주여행	816	제일	MAG
전주여행	816	걱정	NNG
